,name,location,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url,cm
28,Wyndham Garden Dammam,Dammam Show on map,SAR 320,"1 night, 2 adults",Superior Room - Smoking,1 extra-large double bed,8.4,Very good,"6,865 reviews","/hotel/sa/wyndham-garden-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=426431402_246025706_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=2&highlighted_blocks=426431402_246025706_2_2_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=426431402_246025706_2_2_0__32000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
29,Ramada by Wyndham Dammam Khaleej Road,Dammam Show on map,SAR 210,"1 night, 2 adults",Queen Room - Smoking,1 large double bed,6.9,Review score,"4,815 reviews","/hotel/sa/ramada-dammam-suites.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=18381132_88958527_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=3&highlighted_blocks=18381132_88958527_2_42_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=18381132_88958527_2_42_0__21000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
30,Q Economy Rooms,Dammam Show on map,SAR 90,"1 night, 2 adults",Economy Double Room,2 single beds,6.3,Review score,738 reviews,"/hotel/sa/q-lgrf-l-zb.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=485352406_338119417_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=4&highlighted_blocks=485352406_338119417_2_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=485352406_338119417_2_0_0__9000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",2 single beds
31,TIME Dammam Residence,Dammam Show on map,SAR 250,"1 night, 2 adults",One-Bedroom Apartment,1 extra-large double bed,7.9,Good,969 reviews,"/hotel/sa/time-dammam-residence.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=478791013_246020747_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=5&highlighted_blocks=478791013_246020747_0_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=478791013_246020747_0_0_0__25000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 65m² 1 extra-large double bed
32,Novotel Dammam Business Park,Dammam Show on map,SAR 340,"1 night, 2 adults",Standard Double Room,1 large double bed,7.9,Good,"1,504 reviews","/hotel/sa/novotel-dammam-business-park.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=31635701_94405817_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=6&highlighted_blocks=31635701_94405817_2_42_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=31635701_94405817_2_42_0__34000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
33,Swiss International Al Hamra Hotel,Dammam Show on map,SAR 264,"1 night, 2 adults",Deluxe Twin Room,2 single beds,7.2,Good,"1,607 reviews","/hotel/sa/golden-tulip-al-hamra.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=7253510_94050911_2_41_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=7&highlighted_blocks=7253510_94050911_2_41_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=7253510_94050911_2_41_0__26400&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",2 single beds
34,Sheraton Dammam Hotel & Convention Centre,Dammam Show on map,SAR 465,"1 night, 2 adults","Classic Room, Guest room, 1 King, City view, Low floor",1 extra-large double bed,7.4,Good,"1,957 reviews","/hotel/sa/sheraton-dammam-towers.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=4167122_94104803_0_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&highlighted_blocks=4167122_94104803_0_42_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=4167122_94104803_0_42_0__46500&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
35,Lavona Hotel Dammam,Dammam Show on map,SAR 199,"1 night, 2 adults",Standard Double Room,1 double bed,7.9,Good,"1,243 reviews","/hotel/sa/lavona.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=55113901_285064204_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&highlighted_blocks=55113901_285064204_0_2_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=55113901_285064204_0_2_0__19900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 double bed
36,Normina Hotel Suites,Dammam Show on map,SAR 280,"1 night, 2 adults",Deluxe King Room,1 extra-large double bed,9.1,Superb,829 reviews,"/hotel/sa/normina.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=329201304_117884346_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&highlighted_blocks=329201304_117884346_0_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=329201304_117884346_0_0_0__28000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
37,Braira Dammam Hotel,Dammam Show on map,SAR 551,"1 night, 2 adults",Deluxe King Room,1 large double bed,8.9,Fabulous,"2,736 reviews","/hotel/sa/braira-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=337570402_187589741_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=11&highlighted_blocks=337570402_187589741_0_0_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=337570402_187589741_0_0_0__55100&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
38,Howard Johnson Dammam Hotel,Dammam Show on map,SAR 333,"1 night, 2 adults",King Room with Sea View - Non-Smoking,,7.7,Good,"1,869 reviews","/hotel/sa/johnson-cornich-hotel-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=35241720_88675729_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=12&highlighted_blocks=35241720_88675729_2_2_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=35241720_88675729_2_2_0__33300&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",
39,Aros Al Faisaliah Furnished Units,Dammam Show on map,SAR 224,"1 night, 2 adults",Studio Apartment,1 extra-large double bed,7.7,Good,264 reviews,"/hotel/sa/aros-alfaisaliah-furnished-units.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=153050801_89557385_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=13&highlighted_blocks=153050801_89557385_0_2_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=153050801_89557385_0_2_0__22410&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 30m² 1 extra-large double bed
40,Watheer Hotel Suite,Dammam Show on map,SAR 275,"1 night, 2 adults",One-Bedroom Apartment with King Bed,1 extra-large double bed,7.1,Good,830 reviews,"/hotel/sa/wather-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=36547901_86389453_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=14&highlighted_blocks=36547901_86389453_0_2_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=36547901_86389453_0_2_0__27500&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 45m² 1 extra-large double bed
41,Naviti Warwick Dammam,Dammam Show on map,SAR 289,"1 night, 2 adults",Standard Double Room,1 extra-large double bed,7.8,Good,"3,582 reviews","/hotel/sa/naviti-warwick-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=479466401_275971192_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=15&highlighted_blocks=479466401_275971192_2_1_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=479466401_275971192_2_1_0__28900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
42,Golden Garden Al Corniche,Dammam Show on map,SAR 199,"1 night, 2 adults",Deluxe Suite,2 single beds,7.2,Good,"4,636 reviews","/hotel/sa/golden-garden-al-corniche.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=174226112_200605506_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=16&highlighted_blocks=174226112_200605506_2_2_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=174226112_200605506_2_2_0__19900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Private suite­ 2 single beds
43,اطلالة الشرفة3 -Terrace view Residence,Dammam Show on map,SAR 186,"1 night, 2 adults",One-Bedroom Apartment,1 double bed,8.0,Very good,641 reviews,"/hotel/sa/tll-lshrf-3-terrace-view-3.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=687382501_307005349_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=17&highlighted_blocks=687382501_307005349_0_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=687382501_307005349_0_0_0__18600&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 50m² 1 double bed
44,Tulip Inn Suites and Residence Dammam,Dammam Show on map,SAR 240,"1 night, 2 adults",Family Two-Bedroom Suite,"3 beds
(2 singles, 1 large double)",6.3,Review score,"1,158 reviews","/hotel/sa/tulip-inn-dammam-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=53891307_92767215_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=18&highlighted_blocks=53891307_92767215_0_2_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=53891307_92767215_0_2_0__24000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 large double)"
45,Lavona Tiba Hotel,Dammam Show on map,SAR 216,"1 night, 2 adults",Deluxe King Room,1 extra-large double bed,8.2,Very good,"1,265 reviews","/hotel/sa/ldmm-dammam123.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=497947605_167798050_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=19&highlighted_blocks=497947605_167798050_2_0_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=497947605_167798050_2_0_0__21600&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 extra-large double bed
46,Park Inn by Radisson Hotel & Apartments Dammam Industrial City,Dammam Show on map,SAR 310,"1 night, 2 adults",Standard Room,"2 beds
(1 extra-large double, 1 sofa bed)",8.0,Very good,"1,947 reviews","/hotel/sa/park-inn-by-radisson-apartments-dammam-industrial-city.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=239019601_246025899_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=20&highlighted_blocks=239019601_246025899_2_42_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=239019601_246025899_2_42_0__31009&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 beds
(1 extra-large double, 1 sofa bed)"
47,Ruoof Furnished Units Apartment,Dammam Show on map,SAR 171,"1 night, 2 adults",One-Bedroom Apartment,1 extra-large double bed,7.5,Good,"1,427 reviews","/hotel/sa/rywf.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=252830003_103857800_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=21&highlighted_blocks=252830003_103857800_2_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=252830003_103857800_2_0_0__17100&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 50m² 1 extra-large double bed
48,Sendan Residence,Dammam Show on map,SAR 270,"1 night, 2 adults",One Bedroom Apartment,"2 beds
(1 double, 1 sofa bed)",8.3,Very good,"2,036 reviews","/hotel/sa/sandan.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=219664508_336013467_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=22&highlighted_blocks=219664508_336013467_2_2_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=219664508_336013467_2_2_0__27000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 40m² 2 beds
(1 double, 1 sofa bed)"
49,Park Inn by Radisson Dammam,Dammam Show on map,SAR 380,"1 night, 2 adults",Standard Room,1 large double bed,8.1,Very good,"2,308 reviews","/hotel/sa/park-inn-by-radisson-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=130396901_326336020_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=23&highlighted_blocks=130396901_326336020_2_2_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=130396901_326336020_2_2_0__38000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",1 large double bed
50,Hona Al Holm Furnished Units,Dammam Show on map,SAR 139,"1 night, 2 adults",Studio,2 single beds,7.8,Good,"1,059 reviews","/hotel/sa/hn-lhlm-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=134458903_308967933_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=24&highlighted_blocks=134458903_308967933_2_0_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=134458903_308967933_2_0_0__13900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Private studio­ •­ 1 bathroom •­ 31m² 2 single beds
51,The origins of Capricorn Arbism 15,Dammam Show on map,SAR 85,"1 night, 2 adults",One-Bedroom Apartment,2 single beds,4.5,Review score,20 reviews,"/hotel/sa/nwf15.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=443623606_142190377_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=25&highlighted_blocks=443623606_142190377_2_0_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=443623606_142190377_2_0_0__8500&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom 2 single beds
52,Borooj Alsalimiya Apartment Hotel,Dammam Show on map,SAR 270,"1 night, 2 adults",Deluxe Apartment,2 single beds,8.1,Very good,127 reviews,"https://www.booking.com/hotel/sa/brwj-lslmy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=378370201_335437797_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=51&highlighted_blocks=378370201_335437797_0_0_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=378370201_335437797_0_0_0__27000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1g8JoFwBR&from=searchresults
;highlight_room=#hotelTmpl",Private apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom 2 single beds
53,Ahla Amassi Furnished Units,Dammam Show on map,SAR 170,"1 night, 2 adults",Studio Apartment,1 extra-large double bed,7.6,Good,111 reviews,"https://www.booking.com/hotel/sa/hl-msy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=314246104_113490218_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=52&highlighted_blocks=314246104_113490218_2_0_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=314246104_113490218_2_0_0__17000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1VBzBIJHo&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 60m² 1 extra-large double bed
54,Amwaj Alshatie Furnished Units,Dammam Show on map,SAR 290,"1 night, 2 adults",One Bedroom Deluxe Apartment,1 extra-large double bed,8.4,Very good,51 reviews,"https://www.booking.com/hotel/sa/amwaj-alshateaa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=223876213_295705340_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=53&highlighted_blocks=223876213_295705340_2_0_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=223876213_295705340_2_0_0__29000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1UuGW1JQb&from=searchresults
;highlight_room=#hotelTmpl",Private apartment­ •­ 1 bedroom •­ 1 bathroom •­ 40m² 1 extra-large double bed
55,Ahla Makan,Dammam Show on map,SAR 200,"1 night, 2 adults",Apartment,1 extra-large double bed,6.4,Review score,35 reviews,"https://www.booking.com/hotel/sa/hl-mkn-47-ahla-makan.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=352535701_206488081_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=54&highlighted_blocks=352535701_206488081_2_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=352535701_206488081_2_0_0__20000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1o4cY9v8h&from=searchresults
;highlight_room=#hotelTmpl",Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 45m² 1 extra-large double bed
